solv_1_sm,solv_2_sm,solv_3_sm,solv_4_sm,salt_sm,,solv_ratio_1,solv_ratio_2,solv_ratio_3,solv_ratio_4,conc_salt,temperature,conductivity,conductivity_log
COCCS(=O)(=O)CCOC,,,,[Li+].F[P-](F)(F)(F)(F)F,,1,0,0,0,1,25,0.813,-0.207024169
CCS(C)(=O)=O,,,,[Li+].C(#N)[S-],,1,0,0,0,1,25,0.447,-0.805196684
COCCS(=O)(=O)C,,,,[Li+].C(#N)[S-],,1,0,0,0,1,25,0.708,-0.345311185
CCS(=O)(=O)CCOC,,,,[Li+].C(#N)[S-],,1,0,0,0,1,25,0.24,-1.427116356
CCS(=O)(=O)CCOCCOC,,,,[Li+].C(#N)[S-],,1,0,0,0,1,25,0.11,-2.207274913
CCS(=O)(=O)CCOCCOCCOC,,,,[Li+].C(#N)[S-],,1,0,0,0,1,25,0.11,-2.207274913
COCCS(=O)(=O)CCOC,,,,[Li+].C(#N)[S-],,1,0,0,0,1,25,0.191,-1.655481851
CCS(C)(=O)=O,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,25,5.370000003,1.680827909
CCS(C)(=O)=O,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,100,14.09999999,2.646174797
CCS(C)(=O)=O,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,60.3,10,2.302585093
CCS(C)(=O)=O,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,-6.33,0.0562,-2.878838522
CCS(C)(=O)=O,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,-19.8,0.0718,-2.633870803
CS(=O)(=O)C1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,25,0.617,-0.482886255
CS(=O)(=O)C1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,100,6.310000003,1.842135677
CS(=O)(=O)C1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,60.3,2.51,0.920282753
CS(=O)(=O)C1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,-6.33,0.0794,-2.533256911
CS(=O)(=O)C1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,-19.8,0.0251,-3.684887433
CCS(=O)(=O)C1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,25,0.589,-0.529329095
CCS(=O)(=O)C1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,100,3.979999999,1.381281819
CCS(=O)(=O)C1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,60.3,1.779999999,0.576613364
CCS(=O)(=O)C1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,-6.33,0.0398,-3.223888367
CS(=O)(=O)CC1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,25,0.479,-0.736054682
CS(=O)(=O)CC1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,100,3.160000001,1.150572028
CS(=O)(=O)CC1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,60.3,1.779999999,0.576613364
CS(=O)(=O)CC1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,-6.33,0.0891,-2.417995945
CS(=O)(=O)CC1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,-19.8,0.0158,-4.147745339
CCS(=O)(=O)C1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,25,0.145,-1.931021537
CCS(=O)(=O)C1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,100,2.51,0.920282753
CCS(=O)(=O)C1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,60.3,0.794,-0.230671818
CCS(=O)(=O)C1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,-6.33,0.01,-4.605170186
CCS(=O)(=O)C1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,-19.8,0.00178,-6.331141915
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,25,0.141,-1.958995389
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,100,2.000000001,0.693147181
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,60.3,0.0631,-2.763034509
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,-6.33,0.0126,-4.374058465
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,-19.8,0.002,-6.214608098
CCS(C)(=O)=O,,,,[Li+].C(F)(F)(F)S(=O)(=O)[O-],,1,0,0,0,1,25,1,0
CCS(=O)(=O)C1CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[O-],,1,0,0,0,1,25,0.078,-2.551046452
CCS(=O)(=O)C1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[O-],,1,0,0,0,1,25,0.141,-1.958995389
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[O-],,1,0,0,0,1,25,0.076,-2.577021939
CCS(C)(=O)=O,,,,[Li+].[O-]Cl(=O)(=O)=O,,1,0,0,0,1,25,1.122,0.115112807
CS(=O)(=O)C1CCCC1,,,,[Li+].[O-]Cl(=O)(=O)=O,,1,0,0,0,1,25,0.468,-0.759286983
CCS(=O)(=O)C1CCCC1,,,,[Li+].[O-]Cl(=O)(=O)=O,,1,0,0,0,1,25,0.166,-1.795767491
CS(=O)(=O)CC1CCCC1,,,,[Li+].[O-]Cl(=O)(=O)=O,,1,0,0,0,1,25,0.263,-1.335601247
CCS(=O)(=O)C1CCCCC1,,,,[Li+].[O-]Cl(=O)(=O)=O,,1,0,0,0,1,25,0.123,-2.095570924
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].[O-]Cl(=O)(=O)=O,,1,0,0,0,1,25,0.06,-2.813410717
CCS(C)(=O)=O,,,,[Li+].[B-](F)(F)(F)F,,1,0,0,0,1,25,1.59,0.463734016
CCS(=O)(=O)C1CCCC1,,,,[Li+].[B-](F)(F)(F)F,,1,0,0,0,1,25,0.028,-3.575550769
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].[B-](F)(F)(F)F,,1,0,0,0,1,25,0.047,-3.057607677
CCS(C)(=O)=O,,,,[Li+].F[P-](F)(F)(F)(F)F,,1,0,0,0,1,25,2.82,1.036736885
CCS(=O)(=O)C1CCCC1,,,,[Li+].F[P-](F)(F)(F)(F)F,,1,0,0,0,1,25,0.076,-2.577021939
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].F[P-](F)(F)(F)(F)F,,1,0,0,0,1,25,0.12,-2.120263536
CCS(C)(=O)=O,,,,[Li+].C(#N)[S-],,1,0,0,0,1,25,0.447,-0.805196684
CCS(=O)(=O)C1CCCC1,,,,[Li+].C(#N)[S-],,1,0,0,0,1,25,0.006,-5.11599581
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(#N)[S-],,1,0,0,0,1,25,0.026,-3.649658741
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.1,25,0.0631,-2.763034509
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.1,55,0.178,-1.725971729
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.1,85,0.398,-0.921303274
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.2,25,0.2,-1.609437912
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.2,55,0.631,-0.460449416
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.2,85,1.51,0.412109651
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.4,25,0.214,-1.541779264
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.4,55,0.676,-0.391562203
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.4,85,1.58,0.457424847
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.5,25,0.214,-1.541779264
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.5,55,0.759,-0.275753502
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.5,85,1.74,0.553885113
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.6,25,0.178,-1.725971729
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.6,55,0.631,-0.460449416
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.6,85,1.55,0.438254931
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.8,25,0.158,-1.845160246
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.8,55,0.631,-0.460449416
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.8,85,1.55,0.438254931
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1.2,25,0.1,-2.302585093
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1.2,55,0.479,-0.736054682
CCS(=O)(=O)CC1CCCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1.2,85,1.26,0.231111721
CS(=O)(=O)F,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,25.51,2.82,1.036736885
CS(=O)(=O)F,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,1.73,1.779999999,0.576613364
CS(=O)(=O)F,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,11.09,2.14,0.760805829
CS(=O)(=O)F,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,49.58,4.269999999,1.451613827
CS(=O)(=O)F,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,86.71,5.620000001,1.726331664
O=S1(=O)CCCC1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,,1,0,0,0,1,25.5,3.200000001,1.16315081
O=S1(=O)CCCC1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,,1,0,0,0,1,90.6,10.3,2.332143895
O=S1(=O)CCCC1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,,1,0,0,0,1,60.3,8.300000002,2.116255515
O=S1(=O)CCCC1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,,1,0,0,0,1,-10.5,0.95,-0.051293294
O=S1(=O)CCCC1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,,1,0,0,0,1,4.78,0.75,-0.287682072
O=S1(=O)CCCC1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,,1,0,0,0,3.25,25.5,1.6,0.470003629
O=S1(=O)CCCC1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,,1,0,0,0,3.25,90.6,10,2.302585093
O=S1(=O)CCCC1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,,1,0,0,0,3.25,60.3,5.300000002,1.667706821
O=S1(=O)CCCC1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,,1,0,0,0,3.25,-10.5,0.32,-1.139434283
O=S1(=O)CCCC1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,,1,0,0,0,3.25,4.78,1.8,0.587786665
O=S1(=O)CCCC1,,,,[Li+].F[P-](F)(F)(F)(F)F,,1,0,0,0,0.5,20,1.75,0.559615788
CCS(C)(=O)=O,,,,[Li+].F[P-](F)(F)(F)(F)F,,1,0,0,0,0.5,20,1.63,0.488580015
CCS(=O)(=O)C(F)(F)F,,,,[Li+].F[P-](F)(F)(F)(F)F,,1,0,0,0,0.5,20,1.39,0.329303747
CS(=O)(=O)CCC(F)(F)F,,,,[Li+].F[P-](F)(F)(F)(F)F,,1,0,0,0,0.5,20,0.45,-0.798507696
CC(C)S(=O)(=O)C,,,,[Li+].F[P-](F)(F)(F)(F)F,,1,0,0,0,0.5,20,1.2,0.182321557
CC(C)S(=O)(=O)C(F)(F)F,,,,[Li+].F[P-](F)(F)(F)(F)F,,1,0,0,0,0.5,20,0.99,-0.010050336
CC(C)S(=O)(=O)C,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,25,1.46,0.378436436
CCS(=O)(=O)C(C)C,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,25,1.48,0.392042088
CCCS(=O)(=O)CCC,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,25,1.299999999,0.262364264
CCS(C)(=O)=O,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,25,2.48,0.90825856
O=S1(=O)CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,25,2.48,0.90825856
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.9,0.1,0,0,1,-10,1.5,0.405465108
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.9,0.1,0,0,1,0,1.7,0.530628251
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.9,0.1,0,0,1,10,2.000000001,0.693147181
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.9,0.1,0,0,1,25,0.32,-1.139434283
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.8,0.2,0,0,1,-10,1.7,0.530628251
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.8,0.2,0,0,1,0,2.000000001,0.693147181
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.8,0.2,0,0,1,10,3.000000001,1.098612289
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.8,0.2,0,0,1,25,4,1.386294361
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.7,0.3,0,0,1,-10,2.000000001,0.693147181
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.7,0.3,0,0,1,0,2.5,0.916290732
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.7,0.3,0,0,1,10,3.499999998,1.252762968
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.7,0.3,0,0,1,25,4.999999998,1.609437912
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.6,0.4,0,0,1,-10,2.3,0.832909123
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.6,0.4,0,0,1,0,3.499999998,1.252762968
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.6,0.4,0,0,1,10,4.500000001,1.504077397
O=S1(=O)CCCC1,COCCOC,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.6,0.4,0,0,1,25,6.500000001,1.871802177
O=S1(=O)CCCC1,,,,[Li+].[B-](F)(F)(F)F,,1,0,0,0,1,30,1.85,0.615185639
O=S1(=O)CCCC1,C1COCO1,,,[Li+].[B-](F)(F)(F)F,,0.8,0.2,0,0,1,30,2.55,0.936093359
O=S1(=O)CCCC1,C1COCO1,,,[Li+].[B-](F)(F)(F)F,,0.6,0.4,0,0,1,30,3.200000001,1.16315081
O=S1(=O)CCCC1,C1COCO1,,,[Li+].[B-](F)(F)(F)F,,0.4,0.6,0,0,1,30,3.650000001,1.294727168
O=S1(=O)CCCC1,C1COCO1,,,[Li+].[B-](F)(F)(F)F,,0.2,0.8,0,0,1,30,3.150000001,1.147402453
C1COCO1,,,,[Li+].[B-](F)(F)(F)F,,1,0,0,0,1,30,1.5,0.405465108
O=S1(=O)CCCC1,C1CCOC1,,,[Li+].[B-](F)(F)(F)F,,0.8,0.2,0,0,1,30,2.199999999,0.78845736
O=S1(=O)CCCC1,C1CCOC1,,,[Li+].[B-](F)(F)(F)F,,0.6,0.4,0,0,1,30,2.9,1.064710737
O=S1(=O)CCCC1,C1CCOC1,,,[Li+].[B-](F)(F)(F)F,,0.4,0.6,0,0,1,30,3.200000001,1.16315081
O=S1(=O)CCCC1,C1CCOC1,,,[Li+].[B-](F)(F)(F)F,,0.2,0.8,0,0,1,30,3.000000001,1.098612289
C1CCOC1,,,,[Li+].[B-](F)(F)(F)F,,1,0,0,0,1,30,1.8,0.587786665
O=S1(=O)CCCC1,COCCOC,,,[Li+].[B-](F)(F)(F)F,,0.8,0.2,0,0,1,30,2.949999999,1.08180517
O=S1(=O)CCCC1,COCCOC,,,[Li+].[B-](F)(F)(F)F,,0.6,0.4,0,0,1,30,4.149999999,1.423108334
O=S1(=O)CCCC1,COCCOC,,,[Li+].[B-](F)(F)(F)F,,0.4,0.6,0,0,1,30,4.999999998,1.609437912
O=S1(=O)CCCC1,COCCOC,,,[Li+].[B-](F)(F)(F)F,,0.2,0.8,0,0,1,30,4.999999998,1.609437912
COCCOC,,,,[Li+].[B-](F)(F)(F)F,,1,0,0,0,1,30,3.599999998,1.280933845
O=S1(=O)CCCC1,,,,[Li+].[O-]Cl(=O)(=O)=O,,1,0,0,0,1,30,2.5,0.916290732
O=S1(=O)CCCC1,COCCOC,,,[Li+].[O-]Cl(=O)(=O)=O,,0.2,0.8,0,0,1,30,4.500000001,1.504077397
O=S1(=O)CCCC1,COCCOC,,,[Li+].[O-]Cl(=O)(=O)=O,,0.4,0.6,0,0,1,30,6.2,1.824549292
O=S1(=O)CCCC1,COCCOC,,,[Li+].[O-]Cl(=O)(=O)=O,,0.6,0.4,0,0,1,30,7.500000003,2.014903021
O=S1(=O)CCCC1,COCCOC,,,[Li+].[O-]Cl(=O)(=O)=O,,0.8,0.2,0,0,1,30,8.000000003,2.079441542
O=S1(=O)CCCC1,COCCOC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.8,0.2,0,0,1,30,4.899999999,1.589235205
O=S1(=O)CCCC1,COCCOC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.4,0.6,0,0,1,30,7.500000003,2.014903021
O=S1(=O)CCCC1,COCCOC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.5,0.5,0,0,1,30,8.999999997,2.197224577
O=S1(=O)CCCC1,COCCOC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.6,0.4,0,0,1,30,11,2.397895273
O=S1(=O)CCCC1,COCCOC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.6,0.4,0,0,1,30,11,2.397895273
O=S1(=O)CCCC1,COCCOC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.8,0.2,0,0,1,30,13.8,2.624668592
O=S1(=O)CCCC1,COCCOC,,,[Li+].F[P-](F)(F)(F)(F)F,,0.9,0.1,0,0,1,30,15,2.708050201
COCCOC,,,,[Li+].F[P-](F)(F)(F)(F)F,,1,0,0,0,1,30,8.300000002,2.116255515
O=S1(=O)CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.2,30,1.2,0.182321557
O=S1(=O)CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,0.5,30,2.199999999,0.78845736
O=S1(=O)CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1,30,2.739999999,1.00795792
O=S1(=O)CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1.1,30,2.620000001,0.963174318
O=S1(=O)CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,1.9,30,1.659999999,0.506817602
O=S1(=O)CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,2.32,30,1.04,0.039220713
O=S1(=O)CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,2.97,30,0.42,-0.867500568
O=S1(=O)CCCC1,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,1,0,0,0,3.2,30,0.3,-1.203972804
O=S1(=O)CCCC1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.759445844,0.240554156,0,0,1.07,30,0.73,-0.314710745
O=S1(=O)CCCC1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.702954899,0.297045101,0,0,1.27,30,0.9,-0.105360516
O=S1(=O)CCCC1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.611788618,0.388211382,0,0,1.57,30,0.9,-0.105360516
O=S1(=O)CCCC1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.441520468,0.558479532,0,0,2.06,30,0.79,-0.235722334
O=S1(=O)CCCC1,C(C(C(F)F)(F)F)OC(C(F)F)(F)F,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,,0.281954887,0.718045113,0,0,2.44,30,0.63,-0.46203546
O=S1(=O)CCCC1,,,,[Li+].F[As-](F)(F)(F)(F)F,,1,0,0,0,1,-10,0.67,-0.400477567
O=S1(=O)CCCC1,,,,[Li+].F[As-](F)(F)(F)(F)F,,1,0,0,0,1,0,1.03,0.029558802
O=S1(=O)CCCC1,,,,[Li+].F[As-](F)(F)(F)(F)F,,1,0,0,0,1,20,2.080000001,0.732367894
O=S1(=O)CCCC1,,,,[Li+].F[As-](F)(F)(F)(F)F,,1,0,0,0,1,40,3.599999998,1.280933845
O=S1(=O)CCCC1,,,,[Li+].F[As-](F)(F)(F)(F)F,,1,0,0,0,1,60,5.579999998,1.719188776
O=S1(=O)CCCC1,CC1CCCO1,,,[Li+].F[As-](F)(F)(F)(F)F,,0.5,0.5,0,0,1,-60,0.2,-1.609437912
O=S1(=O)CCCC1,CC1CCCO1,,,[Li+].F[As-](F)(F)(F)(F)F,,0.5,0.5,0,0,1,-50,0.42,-0.867500568
O=S1(=O)CCCC1,CC1CCCO1,,,[Li+].F[As-](F)(F)(F)(F)F,,0.5,0.5,0,0,1,-40,0.77,-0.261364764
