smiles,IE,EA,IE_binned
C=Cc1cccc2c1[nH]sn2C(Cl)(Cl)Cl,3.868549686,4.138123748,3
CN(C)c1ccc(C(Br)(Br)Br)s1,3.838260235,3.274697887,3
C#CC1=CC=CC1,4.563852939,0.327892286,4
[C@@H]1(CC[C@H](SC1)O)O,4.745840612,-0.324305587,4
CN(C)[C]1[C](CC=CS1)N(=O)=O,4.45732118,1.544367768,4
c1cc(cc(n1)C)c1ccnc(c1)NC,4.258102195,0.868600329,4
Oc1c(cc(cc1)O)c1c(O)ccc(c1)O,4.272011501,0.247661541,4
c1ccc(cc1)c1cnc(C#N)cn1,5.347257505,1.637137708,5
Cc1cncc(=O)[nH]1,4.920887551,0.985706833,4
C#CC1=CSC(=CS1)N(C)C,3.631386688,0.637983938,3
CN(C)c1cc(cn1C)[C]([NH])O,3.581315897,-0.238586109,3
CC1=C(OCCOCCOC)S[C](C2=[S]C=CS2)S1,3.201366811,0.626755691,3
C/C(=N/C1=CS/C(=C/2\SC=C(C(C)(C)C)S2)/S1)/O,3.053369161,0.353944599,3
C/C(=N/c1cnc(cn1)C(F)(F)F)/O,5.285634061,1.162257625,5
c1(cc(CC)cc(c1)CC)CC,4.906571383,-0.708478849,4
C=Cc1cc2c(cc1C(F)(F)F)ONO2,4.60759156,0.784900861,4
C(=O)(CCC)CCC,5.546937883,-0.036980335,5
c1ccc(cc1)c1cc(cc2c1[nH]s[nH]2)C(=O)O,3.521344646,0.907986067,3
O=COC1(COC1)C#N,8.024045994,2.005405208,8
S(=O)(=O)(N)c1c(C)cccc1,5.596422893,0.548211849,5
CC(C)(C)c1cc(cs1)N(C)C,3.466926094,-0.714257094,3
CC(=O)c1cn(C)cc(c1=c1ccn(C)cc1)C(C)(C)C,2.419004787,0.355179019,2
COCCON1Oc2cccc(c2O1)C(F)(F)F,4.473593117,0.429980838,4
c1c(C#N)c[nH]c1C#N,5.536784358,0.333579591,5
CC(C)(C)c1cc(cc2c1ONO2)OC,4.020499115,-0.234105303,4
CC(C)(C)c1cscc1OC,4.393987751,-0.81932465,4
Cc1ccsc1C(=O)O,5.277593459,0.889163115,5
CC(=O)c1cccc2c1ON(c1ccccc1)O2,4.272029928,1.063171882,4
c1(cc2c(cc1)C(=O)c1c(C2=O)cccc1)OC,5.129737349,2.097068417,5
c1csc(c1C(F)(F)F)C(=O)O,5.809414174,1.455570443,5
CNc1ccc2c(c1)n(OCCOCCOC)s[nH]2,3.512361556,3.521229678,3
COCCOCCOc1ccc2c(c1C(=O)O)ONO2,4.37412934,0.668798014,4
O=C1CCN=COC1=O,7.332514167,3.557088218,7
C=Cc1cc(/N=C(/C)\O)sc1,4.125436043,0.455290805,4
Cn1cncn1,5.898944696,-0.881556968,5
CC(=O)C1=CS/C(=C\2/SC=C(C(C)(C)C)S2)/S1,3.303552104,1.223414328,3
C#Cc1cc(cc2c1ONO2)OC,4.227154802,0.602164949,4
C=Cc1ccc(N)n1C,3.078555936,-0.204463823,3
COCCOCCOCCOc1c(ccc2c1ONO2)N(=O)=O,4.805733663,1.976927104,4
C1C(CCSC1)(N)N,4.562886636,-0.675199566,4
Cc1c(ccc2c1[nH]s[nH]2)OC,3.370911509,1.796654832,3
CC(C)(C)Cn1ccc(=c2ccn(C)cc2OC)cc1,1.857243196,-0.309859115,1
N(Cl)(Cl)Cl,5.873891387,3.850243995,5
c1ccc(cc1)n1c2cccc(C#N)c2[nH]s1,3.408583472,2.742435197,3
c1csc(c1C#N)N(=O)=O,6.270352322,2.640415036,6
C=Cc1cscc1C#N,4.91534715,0.604512638,4
C/C(=N/c1c(N)nccn1)/O,4.219852783,0.575360427,4
c1c(c(ccn1)c1ccncc1)OC,4.932522586,1.029601638,4
CNC1=CSC=C(C1)N(C)C,2.888150027,-0.939918885,2
C#CCn1ccc(=c2ccn(C)cc2)cc1NC,1.76461367,0.189791267,1
C1Cc2cc(c(cc2C(C1)(N(=O)=O)N(=O)=O)O)O,4.725072824,2.190757331,4
COc1ccc2c(c1)[nH]sn2O,3.846235679,1.725829246,3
CNc1c(cc[nH]1)C(=O)N,3.466538829,-0.5514924,3
O=CNCc1n[nH]nc1,7.166419385,1.535977851,7
CN(C)[C@H]1COCCO1,4.383760752,-0.986747365,4
CC(=O)c1cc(=c2ccn(C)cc2)ccn1COCCOC,2.347473139,0.846867005,2
C=C[C@@H]1C=COC(=C1)N,3.835536985,-0.475518102,3
CNc1cncc(n1)N(=O)=O,4.965187433,2.247280562,4
[N]([N]c1ccc(cc1)N)c1ccc(cc1)N(=O)=O,4.257353093,2.266028392,4
Cn1ccc(=c2cc(c3ccccc3)n(C)cc2OC)cc1,1.92777058,0.230709578,1
CC(C)(C)c1cn(C)c(cc1=c1ccn(C)cc1)OCCOC,1.635529594,-0.215843096,1
CC1=COC(=CC1)N(=O)=O,4.815258896,2.068763734,4
C1=CSC(=C[C@@H]1C(=N)O)F,4.821702707,0.397132186,4
C[C]1C=C(F)N=C([NH])O1,6.720254798,2.504894399,6
CCC1=COC=C(C1)N(C)C,3.208048884,-0.900930659,3
C[C]([N]N1Oc2cccc(c2O1)C(Cl)(Cl)Cl)O,4.589490869,2.908946014,4
[N]([C][N]C1CCCCC1)C1CCCCC1,4.891050766,0.307026075,4
CNC1=CN(C)C=C[C]1[C]1C=CN(C)C(=C1)F,1.811389491,-0.089202613,1
COCCOCCOc1c(ccc2c1ONO2)C(F)(F)F,4.668302394,0.328657721,4
C1C(=COC=C1O)O,3.829286672,-0.640855314,3
CN(C)c1cc(=c2ccn(C)cc2)c(cn1C)N,1.723039551,-0.234082323,1
c1c(c2c(cc1)nc(cn2)OC)OC,4.602702698,0.981841257,4
COc1cccc2c1ON(C(=O)O)O2,4.645127316,0.728794544,4
Cn1ccc(=C2C=CN(C)[C]([C]2C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)cc1,2.624482999,5.879049474,2
c1(c2c(cc(c(c2)Cl)Cl)Cl)c(cc(c(c1)Cl)Cl)Cl,5.321451619,0.808793808,5
C1CC[C@H](S[C@H]1C#N)C,5.12711425,0.951173042,5
c1ccc(cc1)C1(CCCc2cc(c(cc12)O)O)c1ccccc1,4.266774849,-0.326553052,4
COCCOCCOc1cc(cc2c1ONO2)OC,4.092649582,-0.145696243,4
C/C(=N\Cn1ccc(=c2ccn(C)cc2)c(c1)OCCOCCOCCOC)/O,1.88702691,-0.565830162,1
c12c(cccc2)ncn1C,4.841320817,-0.175030978,4
C(/C(=C/C(=O)C)/O)(F)(F)F,5.767246578,1.92768998,5
C1CC[C@@](SC1)(C)C(=O)O,4.606436505,-0.479454427,4
C/C(=N/c1cc(c2c(c1)ONO2)C(F)(F)F)/O,4.334798953,0.556857603,4
C1=COC(=C(C1)N)C(=N)O,3.662637896,0.38292709,3
CN(C)C1=CC=C(C1)N(=O)=O,4.235048862,1.415798783,4
c12c3C(=O)C=Cc1cccc2ccc3,4.785466335,1.828890877,4
C=Cc1c(C)c(=c2ccn(C)cc2)ccn1C,1.792971431,0.25027099,1
C(O)c1c(O)cccc1,4.663677047,-0.255578685,4
CN(C)c1ccc2c(c1)ON(OCCOCCOC)O2,3.237101921,-0.490042804,3
CC(C)(C)C1=CSC(=[S]1)C1=[S]C(=CS1)N(=O)=O,3.526120546,2.2582741,3
CC1=C[C]([C]2C=CN(C)C=C2)C(=CN1C)O,1.790285773,-0.155425282,1
C/C(=N/C1=C([C](C=CN1C)[C]1C=CN(C)C=C1)N)/O,1.587649618,0.243865721,1
CO[C@@H]1CS[C@@H](CS1)N(=O)=O,5.246304566,1.591286001,5
C1=C(F)S/C(=C/2\SC=C(O)S2)/S1,3.319419574,1.094263416,3
C1CC[C@H](S[C@H]1N(C)C)C,3.965974569,-0.889101291,3
c1(ncncc1)C,5.552405562,0.408288658,5
COCCOc1cccs1,4.191642431,-0.111145661,4
CNc1cc(c2c(c1)ONO2)F,3.810424794,-0.066929366,3
C/C(=N/C1=C[C](C=CN1C)[C]1C=CN(C)C=C1O)/O,1.735934324,0.32368182,1
C#Cn1c2cc(ccc2[nH]s1)F,3.660886318,3.219838129,3
CC(C)(C)c1ccc2c(c1)ON(OC)O2,4.213113184,-0.343640114,4
C#Cc1cc2c(cc1N(=O)=O)ONO2,4.92076194,2.186821017,4
Cc1ccsc1OCCOCCOCCOC,4.040889859,-0.409589215,4
COc1c(ccs1)C#N,4.716075503,0.588474801,4
C=CC1=C(N)OC=CC1,3.540274289,-0.151863483,3
COCCOCCOCCOc1ccc(c2c1ONO2)N,3.906546898,-0.298778006,3
C(C#N)(C#N)[C@H]1c2c3c(ccc2OC(=C1C#N)N)cccc3,4.823689162,0.785020392,4
COCCOCCOC1=C(c2ccccc2)S[C](C2=[S]C=CS2)S1,3.226017239,0.527452581,3
CCC1=COC=C(N(=O)=O)O1,4.731735217,1.971599527,4
C#Cc1cc(c2ccccc2)[nH]c1,4.103238158,0.020003489,4
Cn1cc/c(=c\2/ccn(C)c(c2)C#N)/c(c1)OC,2.153766859,0.564923315,2
CC(C)(C)c1cn(ccc1=c1ccn(C)cc1)CC(F)(F)F,2.009663849,-0.2591991,2
CCc1cn(C)cc(c2ccccc2)c1=c1ccn(C)cc1,1.832694136,-0.196153167,1
C(N1[Si]N(CC1)C(C)(C)C)(C)(C)C,3.961311615,0.1705113,3
CC(C)(C)C1=C(O)S[C](C2=[S]C=CS2)S1,3.140293031,0.542870279,3
c1c(c(cs1)O)Cl,4.80408668,-0.021709747,4
c1(cc(ccn1)c1ccncc1)C#C,5.619941986,1.224013251,5
c1c(C#N)c(cc2c1ONO2)O,4.572159266,0.737512584,4
CNc1ccc2c(c1)ON(OCCOCCOC)O2,3.259988488,-0.477492914,3
CN(C)c1c/c(=c/2\ccn(C)c(c2)N(C)C)/ccn1C,1.743562159,-0.27056336,1
CN(C)c1cc(c2c(c1)ONO2)OCCOCCOCCOC,3.70594782,-0.628243825,3
S1CCSCC1,4.746304847,-1.010575154,4
C/C(=N/c1cscc1C#N)/O,4.72116435,0.356379161,4
c1cc2c(c(c1C(Cl)(Cl)Cl)C(=O)O)ONO2,4.85694266,3.027870165,4
C#Cc1cn(C)cc/c/1=c\1/ccn(C)cc1OCCOC,1.911649533,0.175390881,1
Cc1cc(OCCOCCOCCOC)sc1,4.154423397,-0.724921651,4
c1c(c[nH]c1N(=O)=O)C(=O)O,5.858157507,2.099536773,5
CCc1ncc(C)cc1,6.646741946,1.356549719,6
CC(C)(C)c1cc(=c2ccn(C)cc2)cc(C(F)(F)F)n1C,2.234727619,0.54274133,2
c1ccc(cc1)c1ccc(C(=O)O)s1,4.696010419,1.298936082,4
COCCOCCOc1cc(C#N)c2c(c1)ONO2,4.414020567,0.923116364,4
C#Cc1cc(c2c(c1)ONO2)OCCOCCOC,4.377743629,0.482638319,4
C#Cc1ccn(C)c1C#N,4.958065253,0.539636582,4
COCCOc1ccc2c(c1)[nH]sn2C(F)(F)F,3.769364617,2.744616271,3
C(#N)C1=COC=C(O)O1,4.35465657,0.784760116,4
[S@@](=O)(C(C)C)c1ccccc1,4.901526139,0.275376221,4
C=Cc1ccc2c(c1C(F)(F)F)ONO2,4.497606605,0.80770581,4
Cc1cc(cs1)C(F)(F)F,5.130838256,0.195187568,5
CNc1c2CCCCc2c(c(c1O)O)F,3.579276716,-0.322590772,3
Cn1cc/c(=c\2/ccn(C)c(c2)OCCOC)/cc1C#N,2.118755373,0.476894597,2
CN(C)[C@H]1CCC[C@H]1C(=O)O,4.113417465,-0.463132497,4
c1ccc(cc1)C1(CCCC1)O,5.178551856,-0.684359168,5
c1c(C(Br)(Br)Br)ncc(=O)[nH]1,5.337556171,3.285467114,5
CN(C)[C@@H]1[C@H](N(C)C)N(C)CCN1C,3.781273059,-1.09478895,3
c1cc2c(cc1)nc(c(n2)N(C)C)C,4.202217575,0.928514485,4
C1(=NOCC1)c1ccccc1,4.66749103,0.620335709,4
C#C[C@@H]1C=COC(=C1)N(C)C,3.745261415,-0.151997273,3
C(#N)[C@@H]1CSC[C@H](N)S1,5.102628461,0.909648525,5
C#Cc1cc(C)cn1C,4.081318757,0.079328894,4
C=C[C@@H]1[C@H](CC)N(C)CCN1C,3.700319657,-0.93326151,3
C=CC1=COC(=CO1)C(=N)O,4.365050299,0.660011377,4
COCCOc1c(ccs1)c1ccccc1,3.999529636,0.163580993,3
c1c(c(cc2c1ONO2)C(F)(F)F)C(F)(F)F,4.999390202,0.85143858,4
c1(c2ccccc2)oc(nn1)c1ccccc1,4.871552357,0.95628054,4
CNc1c(cc[nH]1)C#N,3.721224958,-0.480660131,3
C=Cc1c2CCCCc2c(c(c1O)O)OCCOCCOC,4.151233169,0.264371913,4
[Si]([Si](C)(C)C)(C)(C)C,4.500167841,-0.755461945,4
C(=O)c1c(F)c(F)c(c(c1F)F)F,6.05650007,1.654120283,6
C1CCC(CC1)N(=O)=O,6.807200609,1.394202269,6
CC1=CSC(=[S]1)C1=[S]C=CS1,3.15993626,0.258831103,3
C(#N)c1c(C#N)c(O)ccc1O,5.133674221,1.487016416,5
c12c(C(=O)OC1=O)cccn2,6.426877552,2.120678739,6
C=CC1=CS/C(=C\2/SC=C(C(Cl)(Cl)Cl)S2)/S1,3.454376516,2.836695017,3
C#Cc1c(=c2ccn(C)cc2)ccn(C)c1OC,1.992223276,0.125383293,1
Cn1ccc(=c2ccn(COC)c(c2)c2ccccc2)cc1,1.989655907,0.215373125,1
N1(C(=O)C=CC1=O)CC,6.104901756,1.94594551,6
CNc1c(ccc2c1[nH]s[nH]2)OC,3.266650831,2.415075112,3
C1=C[C@@H](C#N)C(=C1)C(Cl)(Cl)Cl,5.421062795,3.310155986,5
C(=C\C)/C#C,5.088616341,0.326565449,5
Cc1cc(=O)[nH]c(F)c1,6.21142755,1.960956572,6
C=CC1=COC(=CO1)O,3.853095586,0.252335462,3
CNn1c2cc(ccc2[nH]s1)OCCOCCOC,3.421768059,1.669641766,3
c1ccc(cc1)c1ccc2c(c1N(=O)=O)ONO2,4.677068672,2.071387521,4
COCCOCCOCCOc1cccc2c1ON(Cl)O2,5.219434748,3.837154082,5
CCc1ccc(OCCOCCOCCOC)s1,4.063204879,-0.361203193,4
CNC1=C(N(=O)=O)OC=CC1,4.268606018,1.470080181,4
CN(C)C1=C(F)SC=CC1,3.383326534,-0.163756948,3
c1ccc(cc1)C1=CCC(=CS1)N(=O)=O,4.627830781,1.934075607,4
S(C)C1=C(SC)S/C(=C/2\SC(=C(S2)SC)SC)/S1,3.31399641,0.697308965,3
[C@H](C(=O)CC)(C=O)C,5.61028149,0.87914446,5
c12c(cccc2)CC=CC1,4.831208155,-0.525622518,4
COCCOCCOCCOc1cc(cc2c1ONO2)F,4.500194683,0.036094827,4
Cc1c(cc[nH]1)O,3.728835769,-0.551972033,3
CC[C@]1(CN(C)CCN1C)OC,3.973396935,-1.26732118,3
C1=CSC(=C(C1)C(=O)N)N,4.07368146,0.415715605,4
c1ccc2c(c1)[nH]sn2C(Br)(Br)Br,3.826365418,2.862909577,3
c1ccc(cc1)C1=C(C(F)(F)F)S[C](C2=[S]C=CS2)S1,3.381717738,1.110747686,3
C/C(=N/C1=C(N(=O)=O)S[C](C2=[S]C=CS2)S1)/O,3.506774267,2.313964208,3
CN(C)C1=CCC=C(C(=N)O)O1,3.725760543,0.476960895,3
C1CCc2c(C1)cc(c(c2F)O)O,4.365958066,-0.355674528,4
CC[C@@H]1CC[C@H](C1)[C]([NH])O,5.870016366,-0.770880261,5
COCCOCCOCCOc1c(C(Cl)(Cl)Cl)nccn1,5.604824007,2.910211237,5
c1cc2c(cc1O)ON(N(=O)=O)O2,4.269352981,3.671362701,4
c12c(C(=O)C=C(C1=O)Cl)cccc2,6.12210796,2.692372648,6
CCc1ccc2c(c1C=C)[nH]s[nH]2,3.352769731,0.393335736,3
Cc1cc(cc2c1ONO2)C(C)(C)C,4.226462433,-0.279766699,4
CC[C@@H]1[C@H](N)OCCO1,4.982221048,-0.960339913,4
CN(C)C1(CCCC1)O,4.248594118,-0.838326552,4
Cn1ccc(=c2ccn(cc2)CC(Cl)(Cl)Cl)cc1C(F)(F)F,2.313720223,2.290902226,2
CC(=O)C1=CN(C)C=C[C]1[C]1C=CN(C)C=C1NC,1.973652203,0.503488748,1
C1=C[S]=C([C]2SC(=C(F)S2)C(=O)O)S1,3.502287641,1.39015688,3
CNC1=CS/C(=C\2/SC=C(F)S2)/S1,3.130326124,1.059658457,3
CNc1ccc(c(c1)[O])O[N]N(C)C,3.159887426,2.236888178,3
CN(C)c1ccsc1N,3.155945019,-0.571853887,3
C#Cc1cc(N)sc1,3.865235353,0.25052017,3
C=CC1=C(C(=O)O)OC=CC1,4.618404888,1.278103049,4
C=C[C@@H]1CC[C@H](C1)OC,5.11211271,-0.726923231,5
C1=COC=C([C@@H]1N)C(=O)O,5.181331387,0.602373725,5
c1cc2c3c4c1c1ccc5c6cccc7c6c(ccc7)c6ccc(c4ccc3c3c4c2cccc4ccc3)c1c56,3.144900852,1.807930331,3
C#C[C]1CC=CS[C]1N(C)C,3.57800127,0.335461511,3
c12c3c(C(=O)c1ccc(c2)N(=O)=O)ccc(c3)N(=O)=O,5.604526187,2.778676096,5
CC[C@@H]1CN(C)[C@@H](CN1C)c1ccccc1,3.965040375,-0.814185205,3
C=CC1=CC=C[C@H]1C(Cl)(Cl)Cl,4.378323762,2.542589333,4
CCc1cc(=c2ccn(C)cc2)cc(c2ccccc2)n1C,1.900920223,0.213408866,1
N(c1ccccc1)(c1ccccc1)/N=C/c1ccccc1,3.817464844,0.647422737,3
C/C(=N/c1ccsc1N(=O)=O)/O,4.957206394,2.239553261,4
c1ccc(cc1)Cn1ccc(=c2ccn(cc2)CC(Cl)(Cl)Cl)cc1,2.076523477,2.285238192,2
c12c3c(ccc1CCCC2)cccc3,4.331835328,0.22348714,4
C=C[C@@H]1CSC[C@H](C(=N)O)S1,5.20387037,1.178805815,5
CN(C)c1cc2c(c(c1)OCCOCCOCCOC)[nH]s[nH]2,2.832326064,2.029020929,2
CN(C)c1cc(=c2ccn(cc2)CC#N)ccn1C,1.987503878,-0.168510885,1
COCCOc1c(ccs1)Cl,4.3016008,1.204530422,4
CC1=CSC(=[S]1)[C]1SC=C(OC)S1,3.166932799,0.729954111,3
c1ccc2c(c1)ON(C(Cl)(Cl)Cl)O2,4.718417815,2.29770801,4
CCc1cc(C=C)sc1,4.328351836,0.44358622,4
N1(C(=O)/C(=N\c2ccc(cc2)N)/C(=N1)C)c1ccccc1,4.223805255,2.01748626,4
O=C(C)C,5.883211066,0.100211125,5
C/C(=N\Cn1ccc(=c2ccn(C)cc2)cc1NC)/O,1.70059235,-0.543297662,1
CC(C)(C)c1ccc(c2c1ONO2)OCCOC,4.394075951,-0.256407372,4
C(O)c1c(F)c(F)c(c(c1F)F)F,5.847880257,0.95203416,5
N1(C=C[CH]C=C1)[O],4.834154522,0.507619428,4
Cn1cc/c(=c\2/ccn(C)c(c2)N)/c(c1)C(F)(F)F,1.937938236,-0.223456629,1
c1cc(c2c(c1)ON(N(=O)=O)O2)F,4.601276818,3.293072908,4
C1=CSC=C([C@@H]1N)N,3.44666198,-0.543373217,3
C=CC1=C(C=CC1)N(=O)=O,5.012988684,2.036954114,5
C=Cc1cn(C)cc(c1=c1ccn(C)cc1)OC,1.912899904,-0.241335996,1
C[C@]12N[C@H]1CC=CC=C2,5.690630754,1.642911756,5
Cn1cc(c(c1)N(=O)=O)N(=O)=O,5.830532387,2.201866864,5
C=Cn1c2cccc(C(=O)C)c2[nH]s1,3.265614921,2.357454122,3
Nc1ccc(F)c(=O)[nH]1,5.450466397,1.721312652,5
C#C[C@@]1(C#N)CSCCS1,5.390754032,1.484994309,5
c1cc2c(c(c1Cl)Cl)ONO2,4.67252916,1.389895191,4
CC1=COC(=CO1)c1ccccc1,3.818129599,0.092349098,3
c1cc2c(c(C#N)c1C(Br)(Br)Br)ONO2,5.007155314,3.146574014,5
c1cc2c(cc1)C(=O)c1c(C2=O)cc(c(c1)C)C,5.503688066,2.106671516,5
C1=CSC(=C(C(=N)O)S1)F,4.468803702,1.050365319,4
C(CC(=O)C)c1ccccc1,5.13419127,0.066933521,5
Cc1cc(=c2ccn(C)cc2)cc(/N=C(/C)\O)n1C,1.623283606,0.057300288,1
C#Cc1cc2c(cc1N)[nH]s[nH]2,3.22917755,2.588054026,3
COc1ccc2c(c1)[nH]sn2C(Cl)(Cl)Cl,3.898438211,2.658768573,3
CC1=CSC=C(C(=O)O)S1,4.341195569,1.061501148,4
COCCOc1cc(cc2c1ONO2)Cl,4.531269201,0.074495793,4
c1(cc2c(cc1)ncc(n2)C)NC,4.011666466,1.030131694,4
C#CC1=CC=C[C@@H]1CC,4.389013529,0.669895621,4
C/C(=N/c1cnc(cn1)c1ccccc1)/O,4.716788397,1.109138443,4
C=Cc1c(ccc2c1ONO2)OCCOC,4.086904848,0.517619538,4
Cc1c2CCCCc2c(C(=O)C)c(c1O)O,4.223186784,0.977289255,4
Cn1cc(cc1C(=O)N)OC,4.076979039,0.180544572,4
c1(cc2c(cc1)C(=O)c1c(C2=O)cc(cc1)C)C#N,5.75126008,2.398738708,5
Cc1cc(ncc1)c1cc(C)ccn1,5.036070691,0.728165349,5
C1=COC(=C[C@@H]1F)O,5.096149024,-0.340621764,5
C/C(=N/c1ccsc1c1ccccc1)/O,4.017502355,0.511067842,4
CN(C)C1=C(CC=CO1)F,3.539596347,-0.700608985,3
COCn1ccc(=c2ccn(cc2)CC(F)(F)F)cc1,2.163666135,-0.307322233,2
C=Cc1cnc(cn1)/N=C(/C)\O,4.603452515,1.02733957,4
CNC1=CSC=C(C1)N,2.959060469,-0.67845832,2
C1=C(C(=O)O)[S]=C([C]2SC=C(C(F)(F)F)S2)S1,3.617005442,1.178866985,3
C(=O)c1ccc(cc1)c1ccco1,4.534994818,1.312623574,4
CC(=O)c1ccc2c(c1)ON(OCCOC)O2,4.451930923,0.971029048,4
Cc1c(ccc2c1ONO2)C(C)(C)C,4.279072849,-0.284050095,4
C=Cc1cc(=c2ccn(C)cc2)ccn1C/N=C(\C)/O,1.942819477,0.295871038,1
C#Cc1cscc1NC,3.864110399,0.321767695,3
c1ccc(cc1)c1cnc(cn1)c1ccccc1,4.701239875,1.115994536,4
c1cc(c(cn1)C)c1ccnc(c1)NC(=O)C,5.041815749,0.936450065,5
c1c(c2c(cc1)C(=O)c1c(C2=O)c(ccc1)NC)C,4.672004734,1.480728597,4
C=Cc1cnc(cn1)N,4.308416599,0.76303597,4
c1cc(ccn1)c1cc(nc(c1)N)N,3.94483423,0.856800257,3
c1c(C(F)(F)F)ncc(N)n1,5.138260689,0.918374419,5
c1c(c[nH]c1N(=O)=O)C(Cl)(Cl)Cl,5.707984366,2.313353299,5
CC[C@H]1C=CC=C1N(C)C,3.059954618,-0.460451482,3
C1=C(C(Cl)(Cl)Cl)OC=C(N(=O)=O)O1,5.309270661,2.412647354,5
CC(=O)c1cc2c(cc1OCCOCCOCCOC)ONO2,4.415812989,0.969122898,4
C(=O)(O)c1cc(O)c(c(c1)O)O,4.721523581,0.684835859,4
C1C=C(C(Cl)(Cl)Cl)OC=C1C(=N)O,5.101443083,2.484091464,5
[N]([N]CCC)CCC,4.531641665,0.544577987,4
N(CC)(CC)C=O,5.342220936,-0.86154608,5
Cn1cc/c(=c\2/ccn(C)c(c2)C(=O)O)/c(c1)OCCOCCOCCOC,2.106659801,0.76375179,2
c1c(c2c(cc1)ncc(n2)OC)C,4.882092877,1.013635046,4
CC1(C)CCCc2cc(c(cc12)O)O,4.144793231,-0.483805508,4
c1cc2c(cc1)C(=O)c1c(C2=O)cc(cc1C)NC(=O)C,5.045555839,2.147136572,5
[N]([N]c1c(N(=O)=O)cc(cc1)C)c1c2c(ccc1O)cccc2,4.368690579,2.235541666,4
C=Cc1cc(C#N)cs1,4.82743433,0.901565971,4
CC(=O)c1ccsc1C(Br)(Br)Br,5.411842291,2.877829612,5
Cc1cc(N)ncc1,4.377240888,-0.178069665,4
CC1=CCC=CS1,4.022549033,-0.616933476,4
CNc1c(ccc2c1ONO2)c1ccccc1,3.9482515,0.071720066,3
CC(C)(C)c1ccc(c(c1OCOC)C(C)(C)C)OCCOCCCOC,4.343391747,-0.562056009,4
C1=COC=C([C@@H]1N)F,4.772083986,-0.552424871,4
Cc1c(ccc2c1[nH]s[nH]2)N,3.246164346,2.115799817,3
Nc1c(NC=O)nc[nH]1,4.893939552,0.425014472,4
CCc1ccn(C)c1CC,3.870876132,-0.883511956,3
C[C@@H]1C=COC(=C1)F,4.650551951,-0.446238013,4
CC(C)(C)c1ccc(c2c1ONO2)OC,4.369214695,-0.248855933,4
CC1=CSC(=CS1)C(=O)O,4.335390183,1.098795856,4
[S@]([CH2])(c1ccc(cc1)C#N)c1ccccc1,3.371208086,1.028528958,3
c1cc2c(c(c1C(Br)(Br)Br)F)ONO2,4.868748115,2.780170105,4
CN(C)Cn1ccc(=c2ccn(C)cc2C(Cl)(Cl)Cl)cc1,2.194013789,3.269546323,2
C#Cc1cc(cs1)O,4.533419467,0.622049918,4
c1ccc(cc1)c1cnc(cn1)C(Br)(Br)Br,5.202596017,2.945862477,5
COc1c[nH]c(=O)cn1,4.397254181,1.150946046,4
c1cnc(C#N)cn1,6.117686965,1.521118375,6
c1cc2c(cc1N)ON(C(F)(F)F)O2,3.952317991,-0.136114753,3
c12c(ccnn1)cccc2,4.940136451,1.298891896,4
CC(=O)c1c2CCCCc2c(c(c1O)O)C(=O)O,4.476149428,1.429975625,4
c1cc(c2c(c1)n(C(Cl)(Cl)Cl)s[nH]2)Cl,3.917661785,4.191731755,3
CCCn1ccc(=c2ccn(C)c(c2)O)cc1,1.77973589,-0.438301764,1
COCCOCCOc1c(ccs1)C(F)(F)F,4.615794464,0.335504609,4
C=CC1=C[C@@H](C=CS1)C(Cl)(Cl)Cl,4.572085738,2.187871978,4
COCCOc1c(ccc2c1[nH]s[nH]2)C(F)(F)F,3.360701937,2.2519847,3
c1cc2c(cc1N(=O)=O)n(N(=O)=O)s[nH]2,4.35215436,3.206236252,4
c1c(c(cs1)N)C(=O)O,4.067072634,0.715030838,4
CCN1Oc2ccc(cc2O1)C(=O)O,4.43613616,0.819366821,4
c1(c2cc(cs2)C)c(ccs1)C,3.965389592,0.462749339,3
c1ccc(cc1)[C@@H]1CCC[C@@H]1N(=O)=O,5.319927635,1.494318207,5
c1ccc(cc1)c1cc(cc2c1[nH]s[nH]2)O,3.362537051,0.351332772,3
C1[C@H](C[C@H](SC1)C=C)C,4.616315176,1.018957688,4
c1ccc(cc1)c1cc2c(cc1C(Cl)(Cl)Cl)ONO2,4.67617978,3.22036833,4
Cc1ccc2c(c1)[nH]s[nH]2,3.358810267,1.921755735,3
CC(=O)C1=C(C(F)(F)F)S[C](C2=[S]C=CS2)S1,3.512224699,1.781355876,3
C=C[C@@H]1[C@H](N(C)C)SCCS1,4.542094675,0.789625179,4
N(CC(C)C)CC(C)C,4.206044118,-0.905182601,4
c1ccc(cc1)C1=CCC(=CS1)N,3.400625981,0.240062245,3
C#Cc1cc2c(cc1C)[nH]s[nH]2,3.42713443,2.290434002,3
COC1=CCC=C(F)O1,4.267932555,-0.288192729,4
C#Cc1ccc2c(c1)n(C(=O)C)s[nH]2,3.777159296,2.870678155,3
C#CC1=CN(C)C=C[C@@H]1[C@H]1C=CN(C)C=C1C(=O)O,2.234347476,0.457199069,2
C#C[C@H]1CCCC[C@H]1C=C,5.339435549,-0.767520237,5
[C@@H]1(NC(=O)C)C=CN(C=C1)[O],4.378121946,0.561541101,4
C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)(F)c1ccc(cc1)C#N,6.394458192,1.232547462,6
