smiles,IE
CN(C)[C@@H]1CN(C)[C@@H](CN1C)OC,4.100583993
CC1=COC(=CO1)O,3.7789701
c1cc2c(cc1OC)C(=O)c1c(C2=O)c(ccc1)OC,5.099557451
Cc1ccc(F)c(=N)o1,5.965640474
CC(C)(C)c1cscc1OCCOCCOCCOC,4.408377822
CN1C=C[C](C=C1)[C]1C=CN(C)C=C1N,1.712766266
C1C(CCSC1)(C(=O)O)C(=O)O,4.913139612
c1cc(ccn1)c1cc(ncc1C)OC,4.861296084
[C@](CCC=C(C)C)(C=C)(C)O,4.789802366
N1(C(=O)C)CCCCC1,5.043349083
Cn1ccc(=c2ccn(cc2)CC#N)c(c1)Cl,2.171429867
CCC1=C(CC=CS1)c1ccccc1,3.948755229
COC1=CS/C(=C\2/SC=C(O)S2)/S1,3.20449225
CN(C)C1=CCC(=CS1)OC,3.510288577
C#CCn1ccc(=c2ccn(C)c(c2)OCCOC)cc1,1.7766505
c1cc(c2c(c1O)ONO2)O,4.477637063
CC(C)(C)C1=CS/C(=C\2/SC=C(C(C)(C)C)S2)/S1,3.092272639
Cc1ccc(c2c1ONO2)N(C)C,3.786522891
c1(c2nccnc2)nccnc1,5.587283002
c1(c2ccc(cc2)c2oc(cn2)c2ccccc2)oc(cn1)c1ccccc1,4.152943848
CCC1=CCC=C(C#N)O1,4.674877323
Cc1cn(C)cc/c/1=c/1\ccn(C)c(c1)c1ccccc1,1.829732438
CCN1Oc2cccc(c2O1)C(Cl)(Cl)Cl,4.407590928
c1ccc(cc1)C1=C(F)SC=CC1,4.180026977
COc1cc2c(cc1C(=O)O)[nH]s[nH]2,3.29665447
c1(oc(cc1)C)C,4.305529618
Cn1ccc(=c2ccn(Cc3ccccc3)c(c2)N(=O)=O)cc1,2.610848901
[Si](CCCN)(OC)(OC)OC,4.774138802
Cn1ccc(=c2cc(n(C)cc2N(=O)=O)OCCOCCOC)cc1,2.29734476
Cc1c(cc[nH]1)O,3.728835769
